,House or Senate,Date,Time Convened,Time Adjourned,Time in Session,Working Day?,Scraped adjournment string,url
10,Senate,10/18/24,,,,pf,The Senate met at 10:02:18 a.m. in pro forma session and adjourned at 10:02:47 a.m. until 8 a.m. on Tuesday October 22 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/18/daily-digest
11,House,10/18/24,10:30AM,10:32AM,2,pf,Adjournment: The House met at 10:30 a.m. and adjourned at 10:32 a.m.,https://www.congress.gov/congressional-record/2024/10/18/daily-digest
12,Senate,10/22/24,,,,pf,The Senate met at 8:00:04 a.m. in pro forma session and adjourned at 8:00:34 a.m. until 10:30 a.m. on Friday October 25 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/22/daily-digest
13,House,10/22/24,11:00AM,11:03AM,3,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:03 a.m.,https://www.congress.gov/congressional-record/2024/10/22/daily-digest
14,Senate,10/25/24,,,,pf,The Senate met at 10:31:00 a.m. in pro forma session and adjourned at 10:31:33 a.m. until 9:30 a.m. on Tuesday October 29 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/25/daily-digest
15,House,10/25/24,11:00AM,11:02AM,2,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:02 a.m.,https://www.congress.gov/congressional-record/2024/10/25/daily-digest
16,Senate,10/29/24,,,,pf,The Senate met at 9:30:08 a.m. in pro forma session and adjourned at 9:30:37 a.m. until 11:30 a.m. on Friday November 1 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/10/29/daily-digest
17,House,10/29/24,14:00PM,14:02PM,2,pf,Adjournment: The House met at 2 p.m. and adjourned at 2:02 p.m.,https://www.congress.gov/congressional-record/2024/10/29/daily-digest
18,Senate,11/1/24,,,,pf,The Senate met at 11:30:01 a.m. in pro forma session and adjourned at 11:30:35 a.m. until 11 a.m. on Monday November 4 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/1/daily-digest
19,House,11/1/24,14:00PM,14:02PM,2,pf,Adjournment: The House met at 2 p.m. and adjourned at 2:02 p.m.,https://www.congress.gov/congressional-record/2024/11/1/daily-digest
20,Senate,11/4/24,,,,pf,The Senate met at 11:00:01 a.m. in pro forma session and adjourned at 11:00:37 a.m. until 12 noon on Wednesday November 6 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/4/daily-digest
21,House,11/4/24,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 5 p.m. on Tuesday November 5 2024.No hearings were held.,https://www.congress.gov/congressional-record/2024/11/4/daily-digest
22,Senate,11/5/24,,,,NS,The Senate was not in session and stands adjourned until 12 noon on Wednesday November 6 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/5/daily-digest
23,House,11/5/24,17:00PM,17:06PM,6,pf,Adjournment: The House met at 5 p.m. and adjourned at 5:06 p.m.,https://www.congress.gov/congressional-record/2024/11/5/daily-digest
24,Senate,11/6/24,,,,pf,The Senate met at 12 p.m. in pro forma session and adjourned at 12:00:31 p.m. until 12 noon on Friday November 8 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/6/daily-digest
25,House,11/6/24,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 9:30 a.m. on Friday November 8 2024.No hearings were held.,https://www.congress.gov/congressional-record/2024/11/6/daily-digest
26,Senate,11/8/24,,,,pf,The Senate met at 12:00:02 p.m. in pro forma session and adjourned at 12:00:30 p.m. until 3 p.m. on Tuesday November 12 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/8/daily-digest
27,House,11/8/24,09:30AM,09:32AM,2,pf,Adjournment: The House met at 9:30 a.m. and adjourned at 9:32 a.m.,https://www.congress.gov/congressional-record/2024/11/8/daily-digest
28,Senate,11/12/24,15:00PM,18:56PM,236,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:56 p.m. until 12 noon on Wednesday November 13 2024. (For Senates program see the remarks of the Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/11/12/daily-digest
29,House,11/12/24,12:00PM,20:24PM,504,x,Adjournment: The House met at 12 p.m. and adjourned at 8:24 p.m.,https://www.congress.gov/congressional-record/2024/11/12/daily-digest
30,Senate,11/13/24,12:00 PM,6:44 PM,404,x,"Senate convened at 12 noon and adjourned at 6:44 p.m.,",https://www.congress.gov/congressional-record/2024/11/13/daily-digest
31,House,11/13/24,10:00AM,15:15PM,315,x,Adjournment: The House met at 10 a.m. and adjourned at 3:15 p.m.,https://www.congress.gov/congressional-record/2024/11/13/daily-digest
32,Senate,11/14/24,10:00AM,15:47PM,347,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:47 p.m. until 3 p.m. on Monday November 18 2024. (For Senates program see the remarks of the Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/11/14/daily-digest
33,House,11/14/24,10:00AM,15:24PM,324,x,Adjournment: The House met at 10 a.m. and adjourned at 3:24 p.m.,https://www.congress.gov/congressional-record/2024/11/14/daily-digest
34,Senate,11/15/24,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday November 18 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/15/daily-digest
35,House,11/15/24,09:00AM,10:44AM,104,x,Adjournment: The House met at 9 a.m. and adjourned at 10:44 a.m.,https://www.congress.gov/congressional-record/2024/11/15/daily-digest
36,Senate,11/18/24,15:00PM,23:55PM,535,x,Adjournment: Senate convened at 3 p.m. and adjourned at 11:55 p.m. until 10 a.m. on Tuesday November 19 2024. (For Senates program see the remarks of the Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/11/18/daily-digest
37,House,11/18/24,12:00PM,19:37PM,457,x,Adjournment: The House met at 12 p.m. and adjourned at 7:37 p.m.,https://www.congress.gov/congressional-record/2024/11/18/daily-digest
38,Senate,11/19/24,10:00 AM,7:40 PM,580,x,"Senate convened at 10 a.m. and adjourned, as a further mark of respect to the memory of the late Daniel J. Evans, former Senator for the State of Washington, in accordance with S. Res. 872, at 7:40 p.m., ",https://www.congress.gov/congressional-record/2024/11/19/daily-digest
39,House,11/19/24,10:00AM,18:47PM,527,x,Adjournment: The House met at 10 a.m. and adjourned at 6:47 p.m.,https://www.congress.gov/congressional-record/2024/11/19/daily-digest
40,Senate,11/20/24,10:00 AM,12:34 AM,,x,"Senate convened at 10 a.m., on Wednesday, November 20, 2024, and adjourned, as a further mark of respect to the memory of the late Timothy Peter Johnson, former Senator for the State of North Dakota, in accordance with S. Res. 902, at 12:34 a.m., ",https://www.congress.gov/congressional-record/2024/11/20/daily-digest
41,House,11/20/24,10:00AM,19:15PM,555,x,Adjournment: The House met at 10 a.m. and adjourned at 7:15 p.m.,https://www.congress.gov/congressional-record/2024/11/20/daily-digest
42,Senate,11/21/24,10:00AM,16:48PM,408,x,Adjournment: Senate convened at 10 a.m. and adjourned at 4:48 p.m. until 12 noon on Friday November 22 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/11/21/daily-digest
43,House,11/21/24,09:00AM,13:41PM,281,x,Adjournment: The House met at 9 a.m. and adjourned at 1:41 p.m.,https://www.congress.gov/congressional-record/2024/11/21/daily-digest
44,Senate,11/22/24,,,,pf,The Senate met at 12:00:01 p.m. in pro forma session and adjourned at 12:00:33 p.m. until 10 a.m. on Tuesday November 26 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/22/daily-digest
45,House,11/22/24,13:00PM,13:04PM,4,pf,Adjournment: The House met at 1 p.m. and adjourned at 1:04 p.m.,https://www.congress.gov/congressional-record/2024/11/22/daily-digest
46,Senate,11/26/24,,,,pf,The Senate met at 10:00:05 a.m. in pro forma session and adjourned at 10:00:36 a.m. until 9 a.m. on Friday November 29 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/26/daily-digest
47,House,11/26/24,09:00AM,09:02AM,2,pf,Adjournment: The House met at 9 a.m. and adjourned at 9:02 a.m.,https://www.congress.gov/congressional-record/2024/11/26/daily-digest
48,Senate,11/29/24,,,,pf,The Senate met at 9:00:01 a.m. in pro forma session and adjourned at 9:00:28 a.m. until 3 p.m. on Monday December 2 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/11/29/daily-digest
49,House,11/29/24,10:00AM,10:02AM,2,pf,Adjournment: The House met at 10 a.m. and adjourned at 10:02 a.m.,https://www.congress.gov/congressional-record/2024/11/29/daily-digest
50,Senate,12/2/24,15:00PM,19:45PM,285,x,Adjournment: Senate convened at 3 p.m. and adjourned at 7:45 p.m. until 12 noon on Tuesday December 3 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/12/2/daily-digest
51,House,12/2/24,,,,NS,The House was not in session today. The House will meet at 12 noon on Tuesday December 3 2024.No hearings were held.,https://www.congress.gov/congressional-record/2024/12/2/daily-digest
52,Senate,12/3/24,12:00 PM,7:22 PM,442,x,"Senate convened at 12 noon and adjourned at 7:22 p.m., ",https://www.congress.gov/congressional-record/2024/12/3/daily-digest
53,House,12/3/24,12:00 PM,8:24 PM,504,x,.Adjournment: The House met at 12 noon and adjourned at 8:24 p.m.,https://www.congress.gov/congressional-record/2024/12/3/daily-digest
54,Senate,12/4/24,10:00AM,20:08PM,608,x,Adjournment: Senate convened at 10 a.m. and adjourned at 8:08 p.m. until 10 a.m. on Thursday December 5 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/12/4/daily-digest
55,House,12/4/24,10:00AM,19:24PM,564,x,Adjournment: The House met at 10 a.m. and adjourned at 7:24 p.m.,https://www.congress.gov/congressional-record/2024/12/4/daily-digest
56,Senate,12/5/24,10:00AM,16:37PM,397,x,Adjournment: Senate convened at 10 a.m. and adjourned at 4:37 p.m. until 3 p.m. on Monday December 9 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/12/5/daily-digest
57,House,12/5/24,10:00AM,19:33PM,573,x,Adjournment: The House met at 10 a.m. and adjourned at 7:33 p.m.,https://www.congress.gov/congressional-record/2024/12/5/daily-digest
58,Senate,12/6/24,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday December 9 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/12/6/daily-digest
59,House,12/6/24,09:00AM,13:50PM,290,x,Adjournment: The House met at 9 a.m. and adjourned at 1:50 p.m.,https://www.congress.gov/congressional-record/2024/12/6/daily-digest
60,Senate,12/9/24,15:05PM,18:35PM,210,x,Adjournment: Senate convened at 3:05 p.m. and adjourned at 6:35 p.m. until 10 a.m. on Tuesday December 10 2024. (For Senates program see the remarks of the Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/12/9/daily-digest
61,House,12/9/24,12:00PM,15:39PM,219,x,Adjournment: The House met at 12 p.m. and adjourned at 3:39 p.m.,https://www.congress.gov/congressional-record/2024/12/9/daily-digest
62,Senate,12/10/24,10:00 AM,6:56 PM,536,x,"Senate convened at 10 a.m. and adjourned, as a further mark of respect to the memory of the late Fred R. Harris, former Senator for the State of Oklahoma, in accordance with S. Res. 925, at 6:56 p.m",https://www.congress.gov/congressional-record/2024/12/10/daily-digest
63,House,12/10/24,10:00AM,19:27PM,567,x,Adjournment: The House met at 10 a.m. and adjourned at 7:27 p.m.,https://www.congress.gov/congressional-record/2024/12/10/daily-digest
64,Senate,12/11/24,11:00AM,19:17PM,497,x,Adjournment: Senate convened at 11 a.m. and adjourned at 7:17 p.m. until 10 a.m. on Thursday December 12 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/12/11/daily-digest
65,House,12/11/24,10:00AM,18:16PM,496,x,Adjournment: The House met at 10 a.m. and adjourned at 6:16 p.m.,https://www.congress.gov/congressional-record/2024/12/11/daily-digest
66,Senate,12/12/24,10:00AM,17:22PM,442,x,Adjournment: Senate convened at 10 a.m. and adjourned at 5:22 p.m. until 3 p.m. on Monday December 16 2024. (For Senates program see the remarks of the Majority Leader in todays Record on,https://www.congress.gov/congressional-record/2024/12/12/daily-digest
67,House,12/12/24,09:00AM,13:05PM,245,x,Adjournment: The House met at 9 a.m. and adjourned at 1:05 p.m.,https://www.congress.gov/congressional-record/2024/12/12/daily-digest
68,Senate,12/16/24,3:00 PM,7:16 PM,256,x,"Senate convened at 3 p.m. and recessed at 7:16 p.m.,",https://www.congress.gov/congressional-record/2024/12/16/daily-digest
69,House,12/16/24,12:00PM,19:31PM,451,x,Adjournment: The House met at 12 p.m. and adjourned at 7:31 p.m.,https://www.congress.gov/congressional-record/2024/12/16/daily-digest
70,Senate,12/17/24,10:00 AM,7:40 PM,580,x," Senate convened at 10 a.m. and recessed at 7:40 p.m., ",https://www.congress.gov/congressional-record/2024/12/17/daily-digest
71,House,12/17/24,10:00AM,21:44PM,704,x,Adjournment: The House met at 10 a.m. and adjourned at 9:44 p.m.,https://www.congress.gov/congressional-record/2024/12/17/daily-digest
72,Senate,12/18/24,10:00 AM,8:38 PM,638,x, Senate convened at 10 a.m. and recessed at 8:38 p.m,https://www.congress.gov/congressional-record/2024/12/18/daily-digest
73,House,12/18/24,10:00AM,22:31PM,751,x,Adjournment: The House met at 10 a.m. and adjourned at 10:31 p.m.,https://www.congress.gov/congressional-record/2024/12/18/daily-digest
74,Senate,12/19/24,10:00 AM,8:12 PM,612,x, Senate convened at 10 a.m. and recessed at 8:12 p.m,https://www.congress.gov/congressional-record/2024/12/19/daily-digest
75,House,12/19/24,09:00AM,20:47PM,707,x,Adjournment: The House met at 9 a.m. and adjourned at 8:47 p.m.,https://www.congress.gov/congressional-record/2024/12/19/daily-digest
76,Senate,12/20/24,10:00AM,01:23AM,,x,Senate convened at 10 a.m. and adjourned at 1:23 a.m.,https://www.congress.gov/congressional-record/2024/12/20/daily-digest
77,House,12/20/24,09:00AM,18:13PM,553,x,Adjournment: The House met at 9 a.m. and adjourned at 6:13 p.m.,https://www.congress.gov/congressional-record/2024/12/20/daily-digest
78,Senate,12/23/24,,,,pf,The Senate met at 9:53:24 a.m. in pro forma session and adjourned at 9:53:53 a.m. until 2:30 p.m. on Thursday December 26 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/12/23/daily-digest
79,House,12/23/24,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 10 a.m. on Tuesday December 24 2024.No hearings were held.,https://www.congress.gov/congressional-record/2024/12/23/daily-digest
80,Senate,12/24/24,,,,NS,The Senate was not in session and stands adjourned until 2:30 p.m. on Thursday December 26 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/12/24/daily-digest
81,House,12/24/24,10:00AM,10:15AM,15,pf,Adjournment: The House met at 10 a.m. and adjourned at 10:15 a.m.,https://www.congress.gov/congressional-record/2024/12/24/daily-digest
82,Senate,12/26/24,,,,pf,The Senate met at 2:30:01 p.m. in pro forma session and adjourned at 2:30:32 p.m. until 12:30 p.m. on Monday December 30 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/12/26/daily-digest
83,House,12/26/24,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 12 noon on Friday December 27 2024.No hearings were held.,https://www.congress.gov/congressional-record/2024/12/26/daily-digest
84,Senate,12/27/24,,,,NS,The Senate was not in session and stands adjourned until 12:30 p.m. on Monday December 30 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/12/27/daily-digest
85,House,12/27/24,12:00 PM,12:02 PM,2,pf,The House met at 12 noon and adjourned at 12:02 p.m.,https://www.congress.gov/congressional-record/2024/12/27/daily-digest
86,Senate,12/30/24,,,,pf,The Senate met at 12:30:01 p.m. in pro forma session and adjourned at 12:30:38 p.m. until 12 noon on Thursday January 2 2025.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/12/30/daily-digest
87,House,12/30/24,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 10 a.m. on Tuesday December 31 2024. No hearings were held.,https://www.congress.gov/congressional-record/2024/12/30/daily-digest
88,Senate,12/31/24,,,,NS,The Senate was not in session and stands adjourned until 12 noon on Thursday January 2 2025.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/12/31/daily-digest
89,House,12/31/24,10:00AM,10:11AM,11,pf,Adjournment: The House met at 10 a.m. and adjourned at 10:11 a.m. pursuant to,https://www.congress.gov/congressional-record/2024/12/31/daily-digest
90,Senate,1/2/25,,,,pf,The Senate met at 12:00:46 p.m. in pro forma session and adjourned at 12:01:23 p.m. until 11:45 a.m. on Friday January 3 2025. No committee meetings were held.,https://www.congress.gov/congressional-record/2025/1/2/daily-digest
91,House,1/2/25,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 11 a.m. on Friday January 3 2025.No hearings were held.,https://www.congress.gov/congressional-record/2025/1/2/daily-digest
92,Senate,1/3/25,12:02 PM,1:25 PM,83,x,"Senate convened at 12:02 p.m. and adjourned at 1:25 p.m., ",https://www.congress.gov/congressional-record/2025/1/3/daily-digest
93,House,1/3/25,12:00 PM,6:26 PM,386,x,The House met at 12 p.m. and adjourned at 6:26 p.m.,https://www.congress.gov/congressional-record/2025/1/3/daily-digest
